;additionalInfos;authorFirstname;authorLastname;correctionsAfter1938;firstEditionPublicationPlace;firstEditionPublicationYear;firstEditionPublisher;ocrResult;pageNumberInOCRDocument;secondEditionPublicationPlace;secondEditionPublicationYear;secondEditionPublisher;ssFlag;title
1551;;Wilhelm;Fischer;;Stuttgart;1905/06;Strecker & Schröder;Fischer, Wilhelm: Kriegsgreuel aller Zeiten. Bd 1—6. Stuttgart: Strecker & Schröder 1905/06.;38;Stuttgart;1905/06;Strecker & Schröder;False;Kriegsgreuel aller Zeiten. Bd 1—6
1552;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Walter;Luethi;;Basel;1938;Evang. Buchh.;Luethi, Walter: Atempause. Predigt. — Basel: Evang. Buchh. (1938).;12;Basel;1938;Evang. Buchh.;True;Atempause. Predigt
1553;;N.;Rudolf;;Moskau;1931;Verlagsgen. ausländ. Arbeiter;Rudolf, N.: Weltkrise — Weltkriegsgefahr. Moskau: Verlagsgen. ausländ. Arbeiter 1931.;123;Moskau;1931;Verlagsgen. ausländ. Arbeiter;True;Weltkrise — Weltkriegsgefahr
1554;;Fritz Otto;Busch;;Leipzig;1933;F. Schneider;Busch, Fritz Otto: Die Meuterei der Flotte 1918. Leipzig: F. Schneider 1933.;20;Leipzig;1933;F. Schneider;False;Die Meuterei der Flotte 1918
1555;;Edna;Ferber;;Hamburg;1930;Enoch;Ferber, Edna: Das ist Fanny. Hamburg: Enoch 1930.;36;Hamburg;1930;Enoch;False;Das ist Fanny
1556;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;;;;Engels;1941;Deutscher Staatsverl.;Fahneneid der Roten Arbeiter- und Bauernarmee. – Engels: Deutscher Staatsverl. 1941.;5;Engels;1941;Deutscher Staatsverl.;True;Fahneneid der Roten Arbeiter- und Bauernarmee
1557;;;;; München; 1910;Reinhard;Erinnerungen eines Waisenknaben. Von ihm selbst erzählt. München: Reinhard 1910.;33; München; 1910;Reinhard;False;Erinnerungen eines Waisenknaben. Von ihm selbst erzählt
1558;;;Ercoli;;Moskau; 1936;Verlagsgen. ausländ. Arbeiter;Ercoli: Die antifaschistische Einheitsfront und die nächsten Aufgaben der KPD. Moskau: Verlagsgen. ausländ. Arbeiter 1936.;32;Moskau; 1936;Verlagsgen. ausländ. Arbeiter;True;Die antifaschistische Einheitsfront und die nächsten Aufgaben der KPD
1559;;Frida;Rubiner;;;;;Rubiner, Frida: Sämtliche Schriften.;123;;;;False;Sämtliche Schriften
1560;;Paul;Langenscheidt;;;;;Langenscheidt, Paul: Sämtliche Schriften.;81;;;;False;Sämtliche Schriften
1561;;Joseph August;Lux;;Wien;1934;Gerlach & Wiedling;Lux, Joseph August: Das goldene Buch der vaterländischen Geschichte für Volk u. Jugend Oesterreichs. Wien: Gerlach & Wiedling 1934.;89;Wien;1934;Gerlach & Wiedling;False;Das goldene Buch der vaterländischen Geschichte für Volk u. Jugend Oesterreichs
1562;;Erich;Ollenhauer;;;;;Ollenhauer, Erich: Sämtliche Schriften.;105;;;;False;Sämtliche Schriften
1563;;Albert;Jamet;;Leipzig;1932;Prager;Jamet, Albert: Der Unbekannte Soldat spricht. Leipzig: Prager 1932.;63;Leipzig;1932;Prager;False;Der Unbekannte Soldat spricht
1564;;B.;Calmon;;Leipzig;1931;Verl. neuzeitl. Sexualliteratur;Calmon, B.: Katharina von S. Leipzig: Verl. neuzeitl. Sexualliteratur 1931.;20;Leipzig;1931;Verl. neuzeitl. Sexualliteratur;False;Katharina von S
1565;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;I.;Sergejew [Sergeev];;Moskau;1940;Verl. f. fremdsprachige Literatur;"Sergejew [Sergeev], I.: Die karelisch-finnische sozialistische Sowjet- republik. — Moskau: Verl. f. fremdsprachige Literatur 1940.

";17;Moskau;1940;Verl. f. fremdsprachige Literatur;True;Die karelisch-finnische sozialistische Sowjetrepublik
1566;;W.;Kolaroff;;Berlin;1926;Mopr-Verl.;Kolaroff, W.: Im Lande der Galgen. Berlin: Mopr-Verl. 1926.;75;Berlin;1926;Mopr-Verl.;False;Im Lande der Galgen
1567;;Georgine;Gerhard;;Bern;1937;Haupt;Gerhard, Georgine: Flüchtlingsschicksale. Bern: Haupt 1937.;45;Bern;1937;Haupt;True;Flüchtlingsschicksale
1568;;Rudolf;Fischer;;Leipzig;1930;Friedens-Verl.;Fischer, Rudolf: Gisongo oder Der Weltfriede. Leipzig: Friedens-Verl. 1930.;38;Leipzig;1930;Friedens-Verl.;False;Gisongo oder Der Weltfriede
1569;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Adolf Karl Emil;Borstendoerfer;;;;;Borstendoerfer, Adolf Karl Emil, geb. 15. 6. 1893: sämtliche Schriften.;3;;;;True;sämtliche Schriften
1570;;;Becker & Co.;;München;;Ludendorff-Verl. o. J;Becker & Co.: Zukunft der deutschen Wirtschaft. München: Ludendorff-Verl. o. J.;8;München;;Ludendorff-Verl. o. J;False;Zukunft der deutschen Wirtschaft
1571;;;;; Moskau; 1935;Verlagsgen. ausländ. Arbeiter;Internationale, Die kommunistische ~ vor dem 7. Weltkongress. Materialien. Moskau: Verlagsgen. ausländ. Arbeiter 1935.;65; Moskau; 1935;Verlagsgen. ausländ. Arbeiter;True;Internationale, Die kommunistische ~ vor dem 7. Weltkongress. Materialien
1572;;Karl;Seher;;Hamburg;1925;Ruhe;Seher, Karl: Warum gibt es so viele unglückliche Frauen? Hamburg: Ruhe 1925.;134;Hamburg;1925;Ruhe;False;Warum gibt es so viele unglückliche Frauen?
1573;;Fritz von;Unruh;;;;;Unruh, Fritz von: Sämtliche Schriften.;151;;;;False;Sämtliche Schriften
1574;;Sax;Rohmer;;Leipzig;1930;Goldmann;Rohmer, Sax: Der Ring des Séverac Bablon. Leipzig: Goldmann 1930.;121;Leipzig;1930;Goldmann;False;Der Ring des Séverac Bablon
1575;;Eugène;Dabit;;Dresden;1932;Kaden;Dabit, Eugène: Der Kleine. Dresden: Kaden 1932.;23;Dresden;1932;Kaden;False;Der Kleine
1576;;;Frank, Rudolf, u. Georg Lichey;;Potsdam; 1931;Müller & Kiepenheuer;Frank, Rudolf, u. Georg Lichey: Der Schädel des Negerhäuptlings Makaua. Potsdam: Müller & Kiepenheuer 1931.;40;Potsdam; 1931;Müller & Kiepenheuer;False;Der Schädel des Negerhäuptlings Makaua
1577;;;;; Celle; 1930;Kampmann;Ehebuch, Das ~. Hrsg. von Graf H. Keyserling. Celle: Kampmann 1930.;29; Celle; 1930;Kampmann;False;Ehebuch, Das ~. Hrsg. von Graf H. Keyserling
1578;;D. J.;Skomorowski;;Moskau;1931;Verlagsgen. ausländ. Arbeiter;Skomorowski, D. J.: Der kulturelle Aufbau der Sowjetunion im dritten Jahr des Fünfjahrplanes. Moskau: Verlagsgen. ausländ. Arbeiter 1931.;138;Moskau;1931;Verlagsgen. ausländ. Arbeiter;True;Der kulturelle Aufbau der Sowjetunion im dritten Jahr des Fünfjahrplanes
1579;;Paul;Schlesinger;;Berlin;1929;Ullstein;Schlesinger, Paul: Richter und Gerichtete. Berlin: Ullstein 1929.;128;Berlin;1929;Ullstein;False;Richter und Gerichtete
1580;;Alfred;Kind;;;;;Kind, Alfred: Sämtliche Schriften.;71;;;;False;Sämtliche Schriften
1581;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;;Hrsg. v. d. Wochenschrift »Der Deutsche in Polen«;;Katowice;1939;Depol;Unser Kampf gegen den Nationalsozialismus. Hrsg. v. d. Wochenschrift »Der Deutsche in Polen«. Katowice: (Depol) 1939.;10;Katowice;1939;Depol;False;Unser Kampf gegen den Nationalsozialismus
1582;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Hans;Bernoulli;;Bern;1939;Pestalozzi-Fellenberg-Haus;Bernoulli, Hans: Das Karnickel und andere blutige Spässe über unsere Wirtschaftsführung. — Bern: Pestalozzi-Fellenberg-Haus 1939.;6;Bern;1939;Pestalozzi-Fellenberg-Haus;True;Das Karnickel und andere blutige Spässe über unsere Wirtschaftsführung
1583;;Thomas Theodor;Heine;;;;;Heine, Thomas Theodor: Sämtliche Schriften.;55;;;;False;Sämtliche Schriften
1584;;Friedrich;Marby;;Stuttgart;1924;Marby-Verl.;Marby, Friedrich: Ist Hypnose schädlich? Stuttgart: Marby-Verl. 1924.;91;Stuttgart;1924;Marby-Verl.;False;Ist Hypnose schädlich?
1585;;Karl;Brammer;;Berlin;1922;Verl. f. Sozialwiss.;Brammer, Karl: Das politische Ergebnis des Rathenau-Prozesses. Berlin: Verl. f. Sozialwiss. 1922.;15;Berlin;1922;Verl. f. Sozialwiss.;False;Das politische Ergebnis des Rathenau-Prozesses
1586;;Bruno;Volger;;Stuttgart;1920;Digel;Volger, Bruno: Aus dem Tagebuch einer Verlorenen. Stuttgart: Digel 1920.;154;Stuttgart;1920;Digel;False;Aus dem Tagebuch einer Verlorenen
1587;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Heinz-Werner;Neumann;;;;;Neumann, Heinz-Werner, geb. 6. 7. 1902: sämtliche Schriften.;13;;;;True;sämtliche Schriften
1588;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;;Claudius, Michael Mueller- s. Mueller-Claudius.;;;;;Claudius, Michael Mueller- s. Mueller-Claudius.;4;;;;False;
1589;;Joseph;Roth;;;;;Roth, Joseph: Sämtliche Schriften.;123;;;;False;Sämtliche Schriften
1590;;Erich;Ebermayer;;Wien;1929;Zsolnay;Ebermayer, Erich: Kampf um Odilienberg. Wien: Zsolnay 1929.;28;Wien;1929;Zsolnay;False;Kampf um Odilienberg
1591;;Martin;Ulbrich;;Hamburg;1925;Überreich;Ulbrich, Martin: Das erblich belastete Kind. Hamburg: Überreich 1925.;150;Hamburg;1925;Überreich;False;Das erblich belastete Kind
1592;;Albert;Grimm;;Paris;1934;Europäischer Merkur;Grimm, Albert: Gibt es Arier? Paris: Europäischer Merkur 1934.;49;Paris;1934;Europäischer Merkur;True;Gibt es Arier?
1593;;Georg V.;Plechanow;;Berlin;1911;Vorwärts;Plechanow, Georg V.: Anarchismus und Sozialismus. Berlin: Vorwärts 1911.;111;Berlin;1911;Vorwärts;False;Anarchismus und Sozialismus
1594;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Peter;Meinhardt;;Zürich;1938;Stauffacher;Meinhardt, Peter: Die Schmuggler von Plivio. Roman. — Zürich: Stauf¬facher 1938.;13;Zürich;1938;Stauffacher;True;Die Schmuggler von Plivio. Roman
1595;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;M. M.;Scheinmann [Red.];;;1940;;Scheinmann, M. M. [Red.] s. Lehrbuch, Antireligiöses. 1940.;15;;1940;;False;s. Lehrbuch, Antireligiöses
1596;;Martin;Arbuester;;Zürich;1936;Reso-Verl.;Arbuester, Martin: Adolf Hitler, Blut oder Geist? Zürich: Reso-Verl. 1936.;4;Zürich;1936;Reso-Verl.;True;Adolf Hitler, Blut oder Geist?
1597;;Karl Felix von;Schlichtegroll;;Leipzig;1904;Leipziger Verl.;Schlichtegroll, Karl Felix von: Ein Sadist im Priesterrock. Leipzig: Leipziger Verl. 1904.;128;Leipzig;1904;Leipziger Verl.;False;Ein Sadist im Priesterrock
1598;;Max;Seydewitz;;;;;Seydewitz, Max: Sämtliche Schriften.;136;;;;False;Sämtliche Schriften
1599;"

„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

";Rubner;Ecker;;;;;Ecker, Rubner: sämtliche Schriften.;4;;;;True;sämtliche Schriften
1600;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Hans Heinrich August Ludwig;Mahlmann;;;;;Mahlmann, Hans Heinrich August Ludwig, geb. 22. 9. 1911: sämtliche Schriften.;11;;;;True;sämtliche Schriften
1601;;Adolf;Sommerfeld;;Berlin;1932;Verl. Continent;Sommerfeld, Adolf: Der türkische Dekameron. Berlin: Verl. Continent 1932.;139;Berlin;1932;Verl. Continent;False;Der türkische Dekameron
1602;;Michael;Kaufmann;;Berlin;1927;Rowohlt;Kaufmann, Michael: Die Aussenhandelsorganisation der UdSSR. Berlin: Rowohlt 1927.;70;Berlin;1927;Rowohlt;False;Die Aussenhandelsorganisation der UdSSR
1603;;Hans;Hellbardt;;München;1936;Kaiser;Hellbardt, Hans: Abrahams Lüge. München: Kaiser 1936.;56;München;1936;Kaiser;False;Abrahams Lüge
1604;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;;;;Nürnberg;1939;Kirchl. Männerdienst 〈Weiss〉;Es spricht der Arzt, der Arbeiter, der Bauer, der General. — Nürnberg: Kirchl. Männerdienst 〈Weiss〉1939.;6;Nürnberg;1939;Kirchl. Männerdienst 〈Weiss〉;False;Es spricht der Arzt, der Arbeiter, der Bauer, der General
1605;;Kurt;Gerlach;;Hellerau;1929;Hellenhaus-Verl.;Gerlach, Kurt: Zwischen den Fronten oder der Krieg von unten. Hellerau: Hellenhaus-Verl. 1929.;45;Hellerau;1929;Hellenhaus-Verl.;False;Zwischen den Fronten oder der Krieg von unten
1606;;Friedrich;Hertz;;;;;Hertz, Friedrich: Sämtliche Schriften.;57;;;;False;Sämtliche Schriften
1607;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;;Chmara, Vjačeslav Razumovič- s. Razumovič-Chmara.;;;;;Chmara, Vjačeslav Razumovič- s. Razumovič-Chmara.;3;;;;False;
1608;;Alexander I.;Kuprin;;Leipzig;1926;Renaissance-Verl.;Kuprin, Alexander I.: Die sieben Liebesnächte der Sulamith. Leipzig: Renaissance-Verl. 1926.;79;Leipzig;1926;Renaissance-Verl.;False;Die sieben Liebesnächte der Sulamith
1609;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Adam;Jaeger;;;;;Jaeger, Adam, geb. 26. 7. 1884: sämtliche Schriften.;8;;;;True;sämtliche Schriften
1610;;Paul;Westheim;;;;;Westheim, Paul: Sämtliche Schriften.;161;;;;False;Sämtliche Schriften
1611;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Konstantin;Badigin;;Moskau;1940;Verl. f. fremdsprachige Literatur;Badigin, K(onstantin): 812 Tage im Eis der Arktis. — Moskau: Verl. f. fremdsprachige Literatur 1940.;0;Moskau;1940;Verl. f. fremdsprachige Literatur;True;812 Tage im Eis der Arktis
1612;;Ernst;Oehrlein;;Hamburg;1919;Hummel-Verl.;Oehrlein, Ernst: Die Rose von St. Pauli. Hamburg: Hummel-Verl. 1919.;105;Hamburg;1919;Hummel-Verl.;False;Die Rose von St. Pauli
1613;;Heinrich;Farwig;;Moskau;1929;Rote Gewerkschaftsinternationale;Farwig, Heinrich: Der Kampf um die Gewerkschaften. Moskau: Rote Gewerkschaftsinternationale 1929.;35;Moskau;1929;Rote Gewerkschaftsinternationale;True;Der Kampf um die Gewerkschaften
1614;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Roland de;Pury [Mitarb.];;;1941;;Pury, Roland de [Mitarb.] s. Sinn und Wesen der Verkündigung. 1941.;14;;1941;;False;s. Sinn und Wesen der Verkündigung.
1615;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Peter;Forster;;;;;Forster, Peter: sämtliche Schriften.;5;;;;True;sämtliche Schriften
1616;;Herbert;Gerwig;;Leipzig;1933;Eiste;Gerwig, Herbert: Haarausfall und Haaraufbau. Leipzig: Eiste 1933.;45;Leipzig;1933;Eiste;False;Haarausfall und Haaraufbau
1617;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;;Schaefer, M. s. Dyck, J.;;;;;Schaefer, M.: Deutsches Lesebuch für die dritte Klasse s. Dyck, J.;10;;;;False;Deutsches Lesebuch für die dritte Klasse
1618;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;;Chaim, Ben s. Ben Chaim.;;;;;Chaim, Ben s. Ben Chaim.;7;;;;False;
1619;;Erich;Hoeflich;;Bonn;1936;Stollfuss;Hoeflich, Erich: Wie benehme ich mich? Bonn: Stollfuss 1936.;58;Bonn;1936;Stollfuss;False;Wie benehme ich mich?
1620;;Boris;Sawinkow;;;;;Sawinkow, Boris: Sämtliche Schriften.;126;;;;False;Sämtliche Schriften
1621;;;Sawaty;;— Berlin; 1922;Ogonki;Sawaty: Das Buch in Saffian. Berlin: Die Aktion 1919. — Berlin: Ogonki 1922.;126;— Berlin; 1922;Ogonki;False;Das Buch in Saffian. Berlin: Die Aktion 1919
1622;;Walter;Hawel;;Düsseldorf;1933;Floeder;Hawel, Walter: Das Ehrenbuch des Führers. Düsseldorf: Floeder 1933.;54;Düsseldorf;1933;Floeder;False;Das Ehrenbuch des Führers
1623;;Walter;Citrine;;Zürich;1938;Jean Christophe-Verl.;Citrine, Walter: Auf Wahrheitssuche in Russland. Zürich: Jean Christophe-Verl. 1938.;21;Zürich;1938;Jean Christophe-Verl.;True;Auf Wahrheitssuche in Russland
1624;;Wilhelm;Goebel;;Barmen;1915;Blaues Kreuz;Goebel, Wilhelm: Ratschläge für Männer im Kampf gegen das geschlechtliche Triebleben. Barmen: Blaues Kreuz 1915.;47;Barmen;1915;Blaues Kreuz;False;Ratschläge für Männer im Kampf gegen das geschlechtliche Triebleben
1625;;Hans;Sochaczewer;;;;;Sochaczewer, Hans: Sämtliche Schriften.;138;;;;False;Sämtliche Schriften
1626;;Philippe;Soupault;;Berlin;1928;Spaeth;Soupault, Philippe: Der Neger. Berlin: Spaeth 1928.;140;Berlin;1928;Spaeth;False;Der Neger
1627;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Zwei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 110.";Felix;Pinner;;;;;"Pinner, Felix: sämtliche Schriften.

Zwei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 110.

";14;;;;True;sämtliche Schriften
1628;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Martin;Niemoeller;;s'-Gravenhage;1939;D. A. Daanen = Kleine sleutelreeks. No 7.;"Niemoeller, Martin: De laatste 28 preeken. — s'-Gravenhage: D. A. Daa- nen [1939] = Kleine sleutelreeks. No 7.

";14;s'-Gravenhage;1939;D. A. Daanen = Kleine sleutelreeks. No 7.;True;De laatste 28 preeken
1629;;Moses;Hess;;Wien;1919;Löwit;Hess, Moses: Rom und Jerusalem. Wien: Löwit 1919. —  Tel Aviv: Hozaah Ivrith 1935.;58;Wien;1919;Löwit;True;Rom und Jerusalem
1630;;;Prag;;— Moskau; 1936;Verlagsgen. ausländ. Arbeiter;Prag: Altrichter 1935. — Moskau: Verlagsgen. ausländ. Arbeiter 1936.;69;— Moskau; 1936;Verlagsgen. ausländ. Arbeiter;False;Altrichter 1935
1631;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Nikolaus;Jansen;;Kevelaer (Rhld.);1927;Butzon & Bercker ;Jansen, Nikolaus: Wie werde ich in der Ehe glücklich? — Kevelaer <Rhld>: Butzon & Bercker 1927.;8;Kevelaer (Rhld.);1927;Butzon & Bercker ;False;Wie werde ich in der Ehe glücklich?
1632;;;Bornemann, Ferdinand;;-Münden 1935;;Klugkist;Bornemann, Ferdinand: Ein Grenzbierfest. Hann.-Münden 1935: Klugkist.;14;-Münden 1935;;Klugkist;False;Ein Grenzbierfest. Hann
1633;;Hans von;Hoffensthal;;Berlin;1914;Fleischel;Hoffensthal, Hans von: Lori Graff. Berlin: Fleischel 1914. — Stuttgart: Dt. Verlagsanst. 1922.;58;Berlin;1914;Fleischel;False;Lori Graff
1634;;Richard;Schmidt;;Berlin;1922;Barsdorf;Schmidt, Richard: Beiträge zur indischen Erotik. Berlin: Barsdorf 1922.;129;Berlin;1922;Barsdorf;False;Beiträge zur indischen Erotik
1635;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Wilhelm;Hansmann;;;;;Hansmann, Wilhelm, geb. 29. 10. 1886: sämtliche Schriften.;6;;;;True;sämtliche Schriften
1636;;Wilhelm;Warschatka;;Freiburg;1927;Geber-Verl.;Warschatka, Wilhelm: Eheliche Liebeskunst. Freiburg: Geber-Verl. 1927.;157;Freiburg;1927;Geber-Verl.;False;Eheliche Liebeskunst
1637;;Theodore;Dreiser;;;;;Dreiser, Theodore: Sämtliche Schriften.;27;;;;False;Sämtliche Schriften
1638;;Jonas;Kreppel;;Wien;1935;Verl. »Das Buch«;Kreppel, Jonas: 1935, das Schicksalsjahr Europas. Wien: Verl. »Das Buch« 1935.;77;Wien;1935;Verl. »Das Buch«;False;1935, das Schicksalsjahr Europas
1639;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 137.";Kurt;Siodmak;;;;;"Siodmak, Kurt: sämtliche Schriften.

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 137.

";17;;;;True;sämtliche Schriften
1640;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;;Episthenes [Pseud.] s. Hug, Charles [wirkl. Name].;;;;;Episthenes [Pseud.] s. Hug, Charles [wirkl. Name].;7;;;;False;
1641;;Hans;Maurer;;Graz;1934;Styria;Maurer, Hans: Kanzler Dollfuss. Graz: Styria 1934.;93;Graz;1934;Styria;False;Kanzler Dollfuss
1642;;N.;Steinberger;;Moskau;1935;Verlagsgen. ausländ. Arbeiter;Steinberger, N.: Die Agrarpolitik des Nationalsozialismus. Moskau: Verlagsgen. ausländ. Arbeiter 1935.;142;Moskau;1935;Verlagsgen. ausländ. Arbeiter;True;Die Agrarpolitik des Nationalsozialismus
1643;;;Brod, Max, u. Rudolf Thomas;;Giessen; 1930;Kindt & Bucher;Brod, Max, u. Rudolf Thomas: Liebe im Film. Giessen: Kindt & Bucher 1930.;17;Giessen; 1930;Kindt & Bucher;False;Liebe im Film
1644;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Ferdinand;Mainzer;;;;;Mainzer, Ferdinand, geb. 16. 1. 1871: sämtliche Schriften.;11;;;;True;sämtliche Schriften
1645;;Otto Tetjus;Tuegel;;Hamburg;1931;Quickborn-Verl.;Tuegel, Otto Tetjus: Das traurige Land. Hamburg: Quickborn-Verl. 1931.;150;Hamburg;1931;Quickborn-Verl.;False;Das traurige Land
1646;;Heinrich Eduard;Jacob;;;;;Jacob, Heinrich Eduard: Sämtliche Schriften.;63;;;;False;Sämtliche Schriften
1647;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 17.";Erich;Sylvester;;;;;"Sylvester, Erich: sämtliche Schriften.

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 17.

";18;;;;True;sämtliche Schriften
1648;;;Vigilant;;Leipzig; 1933;Goldmann;Vigilant: Schatten auf Europa. Leipzig: Goldmann 1933.;153;Leipzig; 1933;Goldmann;False;Schatten auf Europa
1649;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;R.;Schlotthauer;;Moskau;1940;Staatsverl. für Lehrbücher;Schlotthauer, R.: Junge Helden. — Moskau: Staatsverl. für Lehrbücher 1940.;16;Moskau;1940;Staatsverl. für Lehrbücher;True;Junge Helden
1650;;Magnus;Schwantje;;Berlin;1914;Selbstverl.;Schwantje, Magnus: Hat der Krieg die Friedensbewegung vernichtet? Berlin: Selbstverl. 1914.;133;Berlin;1914;Selbstverl.;False;Hat der Krieg die Friedensbewegung vernichtet?
1651;;Max;Barthel;;Potsdam;1920;Kiepenheuer;Barthel, Max: Das Herz in erhobener Faust. Balladen aus dem Gefängnis. Potsdam: Kiepenheuer 1920.;7;Potsdam;1920;Kiepenheuer;False;Das Herz in erhobener Faust. Balladen aus dem Gefängnis
1652;;Kurt;Muenzer;;Wien;1928;Löwit;Muenzer, Kurt: Jude ans Kreuz. Wien: Löwit 1928.;100;Wien;1928;Löwit;False;Jude ans Kreuz
1653;;Walery;Przyborowski;;Warschau;1937;Gebethner & Woff;Przyborowski, Walery: Bitwa pod Raszynem [Die Schlacht bei Razym]. Warschau: Gebethner & Woff 1937.;113;Warschau;1937;Gebethner & Woff;True;Bitwa pod Raszynem [Die Schlacht bei Razym]
1654;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Charles Ferdinand;Ramuz;;Zürich;1941;Humanitas Verl.;Ramuz, C[harles] F[erdinand]: Aimé Pache. Roman. — Zürich: Humani¬tas Verl. (1941).;14;Zürich;1941;Humanitas Verl.;True;Aimé Pache. Roman
1655;;René;Emery;;Wien;1924;Blitz-Verl.;Emery, René: Das Gift der Lippen. Wien: Blitz-Verl. 1924.;31;Wien;1924;Blitz-Verl.;False;Das Gift der Lippen
1656;;Werner;Helwig;;Potsdam;1935;Voggenreiter;Helwig, Werner: Der grosse Krieg. Potsdam: Voggenreiter 1935.;56;Potsdam;1935;Voggenreiter;False;Der grosse Krieg
1657;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums ;Maksim Maksimovič;Litwinow;;Paris;1938;Éditions Prométhée;"Litwinow, M[aksim] M[aksimovič]: Die Sowjetunion für die Rettung der Tschechoslowakei. — Paris: Éditions Prométhée (1938).

";8;Paris;1938;Éditions Prométhée;True;Die Sowjetunion für die Rettung der Tschechoslowakei
